id,unique_column_id,file_number,purpose,rsc,applicant_name,state,city,frequency,lat,lon,area_op,receipt_date,call_sign,report_number,d_o_r
5721,"0010799499-MD-CF-Cellco Partnership Grand Junction-CO--05974.85000-39-04-06.9 N-108-33-59.0 W-None-2023-12-01-WQUY610-18211-2023-12-06-",0010799499,MD,CF,"Cellco Partnership Grand Junction",CO,NULL,05974.85000,"39-04-06.9 N","108-33-59.0 W",NULL,2023-12-01,WQUY610,18211,2023-12-06
5722,"0010799499-MD-CF-Cellco Partnership Grand Junction-CO--06004.50000-39-04-06.9 N-108-33-59.0 W-None-2023-12-01-WQUY610-18211-2023-12-06-",0010799499,MD,CF,"Cellco Partnership Grand Junction",CO,NULL,06004.50000,"39-04-06.9 N","108-33-59.0 W",NULL,2023-12-01,WQUY610,18211,2023-12-06
5723,"0010799499-MD-CF-Cellco Partnership Grand Junction-CO--06093.45000-39-04-06.9 N-108-33-59.0 W-None-2023-12-01-WQUY610-18211-2023-12-06-",0010799499,MD,CF,"Cellco Partnership Grand Junction",CO,NULL,06093.45000,"39-04-06.9 N","108-33-59.0 W",NULL,2023-12-01,WQUY610,18211,2023-12-06
5724,"0010799558-MD-CF-Cellco Partnership Grand Junction-CO--06197.24000-39-03-40.9 N-108-38-25.3 W-None-2023-12-01-WQUY608-18211-2023-12-06-",0010799558,MD,CF,"Cellco Partnership Grand Junction",CO,NULL,06197.24000,"39-03-40.9 N","108-38-25.3 W",NULL,2023-12-01,WQUY608,18211,2023-12-06
5725,"0010799558-MD-CF-Cellco Partnership Grand Junction-CO--06226.89000-39-03-40.9 N-108-38-25.3 W-None-2023-12-01-WQUY608-18211-2023-12-06-",0010799558,MD,CF,"Cellco Partnership Grand Junction",CO,NULL,06226.89000,"39-03-40.9 N","108-38-25.3 W",NULL,2023-12-01,WQUY608,18211,2023-12-06
5726,"0010799558-MD-CF-Cellco Partnership Grand Junction-CO--06256.54000-39-03-40.9 N-108-38-25.3 W-None-2023-12-01-WQUY608-18211-2023-12-06-",0010799558,MD,CF,"Cellco Partnership Grand Junction",CO,NULL,06256.54000,"39-03-40.9 N","108-38-25.3 W",NULL,2023-12-01,WQUY608,18211,2023-12-06
5727,"0010799558-MD-CF-Cellco Partnership Grand Junction-CO--06345.49000-39-03-40.9 N-108-38-25.3 W-None-2023-12-01-WQUY608-18211-2023-12-06-",0010799558,MD,CF,"Cellco Partnership Grand Junction",CO,NULL,06345.49000,"39-03-40.9 N","108-38-25.3 W",NULL,2023-12-01,WQUY608,18211,2023-12-06
5728,"0010799620-MD-CF-Cellco Partnership Salina-UT--06315.84000-38-56-26.3 N-111-52-02.2 W-None-2023-12-01-WQTN796-18211-2023-12-06-",0010799620,MD,CF,"Cellco Partnership Salina",UT,NULL,06315.84000,"38-56-26.3 N","111-52-02.2 W",NULL,2023-12-01,WQTN796,18211,2023-12-06
5729,"0010799620-MD-CF-Cellco Partnership Salina-UT--06404.79000-38-56-26.3 N-111-52-02.2 W-None-2023-12-01-WQTN796-18211-2023-12-06-",0010799620,MD,CF,"Cellco Partnership Salina",UT,NULL,06404.79000,"38-56-26.3 N","111-52-02.2 W",NULL,2023-12-01,WQTN796,18211,2023-12-06
5730,"0010799666-MD-CF-Cellco Partnership Manti-UT--06063.80000-39-19-19.0 N-111-46-17.0 W-None-2023-12-01-WQTN797-18211-2023-12-06-",0010799666,MD,CF,"Cellco Partnership Manti",UT,NULL,06063.80000,"39-19-19.0 N","111-46-17.0 W",NULL,2023-12-01,WQTN797,18211,2023-12-06
5731,"0010799666-MD-CF-Cellco Partnership Manti-UT--06152.75000-39-19-19.0 N-111-46-17.0 W-None-2023-12-01-WQTN797-18211-2023-12-06-",0010799666,MD,CF,"Cellco Partnership Manti",UT,NULL,06152.75000,"39-19-19.0 N","111-46-17.0 W",NULL,2023-12-01,WQTN797,18211,2023-12-06
5732,"0010799734-MD-CF-T-MOBILE LICENSE LLC Apple Valley-CA--11325.00000-34-24-42.4 N-117-11-13.1 W-None-2023-12-01-WRBV743-18211-2023-12-06-",0010799734,MD,CF,"T-MOBILE LICENSE LLC Apple Valley",CA,NULL,11325.00000,"34-24-42.4 N","117-11-13.1 W",NULL,2023-12-01,WRBV743,18211,2023-12-06
5733,"0010799734-MD-CF-T-MOBILE LICENSE LLC Apple Valley-CA--11405.00000-34-24-42.4 N-117-11-13.1 W-None-2023-12-01-WRBV743-18211-2023-12-06-",0010799734,MD,CF,"T-MOBILE LICENSE LLC Apple Valley",CA,NULL,11405.00000,"34-24-42.4 N","117-11-13.1 W",NULL,2023-12-01,WRBV743,18211,2023-12-06
5734,"0010799734-MD-CF-T-MOBILE LICENSE LLC Apple Valley-CA--11485.00000-34-24-42.4 N-117-11-13.1 W-None-2023-12-01-WRBV743-18211-2023-12-06-",0010799734,MD,CF,"T-MOBILE LICENSE LLC Apple Valley",CA,NULL,11485.00000,"34-24-42.4 N","117-11-13.1 W",NULL,2023-12-01,WRBV743,18211,2023-12-06
5735,"0010799734-MD-CF-T-MOBILE LICENSE LLC Apple Valley-CA--11545.00000-34-24-42.4 N-117-11-13.1 W-None-2023-12-01-WRBV743-18211-2023-12-06-",0010799734,MD,CF,"T-MOBILE LICENSE LLC Apple Valley",CA,NULL,11545.00000,"34-24-42.4 N","117-11-13.1 W",NULL,2023-12-01,WRBV743,18211,2023-12-06
5736,"0010799734-MD-CF-T-MOBILE LICENSE LLC Apple Valley-CA--11565.00000-34-24-42.4 N-117-11-13.1 W-None-2023-12-01-WRBV743-18211-2023-12-06-",0010799734,MD,CF,"T-MOBILE LICENSE LLC Apple Valley",CA,NULL,11565.00000,"34-24-42.4 N","117-11-13.1 W",NULL,2023-12-01,WRBV743,18211,2023-12-06
5737,"0010799734-MD-CF-T-MOBILE LICENSE LLC Apple Valley-CA--11585.00000-34-24-42.4 N-117-11-13.1 W-None-2023-12-01-WRBV743-18211-2023-12-06-",0010799734,MD,CF,"T-MOBILE LICENSE LLC Apple Valley",CA,NULL,11585.00000,"34-24-42.4 N","117-11-13.1 W",NULL,2023-12-01,WRBV743,18211,2023-12-06
5738,"0010799737-MD-CF-T-Mobile License LLC NEWBERRY SPRINCA---10735.00000-34-38-37.9 N-116-37-40.3 W-None-2023-12-01-WPRS575-18211-2023-12-06-",0010799737,MD,CF,"T-Mobile License LLC NEWBERRY SPRINCA",NULL,NULL,10735.00000,"34-38-37.9 N","116-37-40.3 W",NULL,2023-12-01,WPRS575,18211,2023-12-06
5739,"0010799737-MD-CF-T-Mobile License LLC NEWBERRY SPRINCA---10755.00000-34-38-37.9 N-116-37-40.3 W-None-2023-12-01-WPRS575-18211-2023-12-06-",0010799737,MD,CF,"T-Mobile License LLC NEWBERRY SPRINCA",NULL,NULL,10755.00000,"34-38-37.9 N","116-37-40.3 W",NULL,2023-12-01,WPRS575,18211,2023-12-06
5740,"0010799737-MD-CF-T-Mobile License LLC NEWBERRY SPRINCA---10775.00000-34-38-37.9 N-116-37-40.3 W-None-2023-12-01-WPRS575-18211-2023-12-06-",0010799737,MD,CF,"T-Mobile License LLC NEWBERRY SPRINCA",NULL,NULL,10775.00000,"34-38-37.9 N","116-37-40.3 W",NULL,2023-12-01,WPRS575,18211,2023-12-06
5741,"0010799737-MD-CF-T-Mobile License LLC NEWBERRY SPRINCA---10815.00000-34-38-37.9 N-116-37-40.3 W-None-2023-12-01-WPRS575-18211-2023-12-06-",0010799737,MD,CF,"T-Mobile License LLC NEWBERRY SPRINCA",NULL,NULL,10815.00000,"34-38-37.9 N","116-37-40.3 W",NULL,2023-12-01,WPRS575,18211,2023-12-06
5742,"0010799737-MD-CF-T-Mobile License LLC NEWBERRY SPRINCA---10835.00000-34-38-37.9 N-116-37-40.3 W-None-2023-12-01-WPRS575-18211-2023-12-06-",0010799737,MD,CF,"T-Mobile License LLC NEWBERRY SPRINCA",NULL,NULL,10835.00000,"34-38-37.9 N","116-37-40.3 W",NULL,2023-12-01,WPRS575,18211,2023-12-06
5743,"0010799737-MD-CF-T-Mobile License LLC NEWBERRY SPRINCA---10895.00000-34-38-37.9 N-116-37-40.3 W-None-2023-12-01-WPRS575-18211-2023-12-06-",0010799737,MD,CF,"T-Mobile License LLC NEWBERRY SPRINCA",NULL,NULL,10895.00000,"34-38-37.9 N","116-37-40.3 W",NULL,2023-12-01,WPRS575,18211,2023-12-06
5744,"0010799737-MD-CF-T-Mobile License LLC NEWBERRY SPRINCA---10915.00000-34-38-37.9 N-116-37-40.3 W-None-2023-12-01-WPRS575-18211-2023-12-06-",0010799737,MD,CF,"T-Mobile License LLC NEWBERRY SPRINCA",NULL,NULL,10915.00000,"34-38-37.9 N","116-37-40.3 W",NULL,2023-12-01,WPRS575,18211,2023-12-06
5745,"0010799737-MD-CF-T-Mobile License LLC NEWBERRY SPRINCA---10935.00000-34-38-37.9 N-116-37-40.3 W-None-2023-12-01-WPRS575-18211-2023-12-06-",0010799737,MD,CF,"T-Mobile License LLC NEWBERRY SPRINCA",NULL,NULL,10935.00000,"34-38-37.9 N","116-37-40.3 W",NULL,2023-12-01,WPRS575,18211,2023-12-06
5746,"0010799737-MD-CF-T-Mobile License LLC NEWBERRY SPRINCA---10995.00000-34-38-37.9 N-116-37-40.3 W-None-2023-12-01-WPRS575-18211-2023-12-06-",0010799737,MD,CF,"T-Mobile License LLC NEWBERRY SPRINCA",NULL,NULL,10995.00000,"34-38-37.9 N","116-37-40.3 W",NULL,2023-12-01,WPRS575,18211,2023-12-06
5747,"0010799737-MD-CF-T-Mobile License LLC NEWBERRY SPRINCA---11055.00000-34-38-37.9 N-116-37-40.3 W-None-2023-12-01-WPRS575-18211-2023-12-06-",0010799737,MD,CF,"T-Mobile License LLC NEWBERRY SPRINCA",NULL,NULL,11055.00000,"34-38-37.9 N","116-37-40.3 W",NULL,2023-12-01,WPRS575,18211,2023-12-06
5748,"0010799737-MD-CF-T-Mobile License LLC NEWBERRY SPRINCA---11075.00000-34-38-37.9 N-116-37-40.3 W-None-2023-12-01-WPRS575-18211-2023-12-06-",0010799737,MD,CF,"T-Mobile License LLC NEWBERRY SPRINCA",NULL,NULL,11075.00000,"34-38-37.9 N","116-37-40.3 W",NULL,2023-12-01,WPRS575,18211,2023-12-06
5749,"0010799737-MD-CF-T-Mobile License LLC NEWBERRY SPRINCA---11095.00000-34-38-37.9 N-116-37-40.3 W-None-2023-12-01-WPRS575-18211-2023-12-06-",0010799737,MD,CF,"T-Mobile License LLC NEWBERRY SPRINCA",NULL,NULL,11095.00000,"34-38-37.9 N","116-37-40.3 W",NULL,2023-12-01,WPRS575,18211,2023-12-06
5750,"0010799737-MD-CF-T-Mobile License LLC NEWBERRY SPRINCA---18120.00000-34-38-37.9 N-116-37-40.3 W-None-2023-12-01-WPRS575-18211-2023-12-06-",0010799737,MD,CF,"T-Mobile License LLC NEWBERRY SPRINCA",NULL,NULL,18120.00000,"34-38-37.9 N","116-37-40.3 W",NULL,2023-12-01,WPRS575,18211,2023-12-06
5751,"0010799771-MD-CF-New Cingular Wireless PCS, LLC PADUCAH-KY--06286.19000-37-00-47.2 N-088-43-54.1 W-None-2023-12-01-WRPX556-18211-2023-12-06-",0010799771,MD,CF,"New Cingular Wireless PCS, LLC PADUCAH",KY,NULL,06286.19000,"37-00-47.2 N","088-43-54.1 W",NULL,2023-12-01,WRPX556,18211,2023-12-06
5752,"0010799771-MD-CF-New Cingular Wireless PCS, LLC PADUCAH-KY--06315.84000-37-00-47.2 N-088-43-54.1 W-None-2023-12-01-WRPX556-18211-2023-12-06-",0010799771,MD,CF,"New Cingular Wireless PCS, LLC PADUCAH",KY,NULL,06315.84000,"37-00-47.2 N","088-43-54.1 W",NULL,2023-12-01,WRPX556,18211,2023-12-06
5753,"0010799771-MD-CF-New Cingular Wireless PCS, LLC PADUCAH-KY--06345.49000-37-00-47.2 N-088-43-54.1 W-None-2023-12-01-WRPX556-18211-2023-12-06-",0010799771,MD,CF,"New Cingular Wireless PCS, LLC PADUCAH",KY,NULL,06345.49000,"37-00-47.2 N","088-43-54.1 W",NULL,2023-12-01,WRPX556,18211,2023-12-06
5754,"0010799771-MD-CF-New Cingular Wireless PCS, LLC PADUCAH-KY--06375.14000-37-00-47.2 N-088-43-54.1 W-None-2023-12-01-WRPX556-18211-2023-12-06-",0010799771,MD,CF,"New Cingular Wireless PCS, LLC PADUCAH",KY,NULL,06375.14000,"37-00-47.2 N","088-43-54.1 W",NULL,2023-12-01,WRPX556,18211,2023-12-06
5755,"0010799866-MD-CF-SOUTHERN COMPANY SERVICES, INC Birmingham-AL--06226.89000-33-31-05.4 N-086-48-46.0 W-None-2023-12-01-WPJC530-18211-2023-12-06-",0010799866,MD,CF,"SOUTHERN COMPANY SERVICES, INC Birmingham",AL,NULL,06226.89000,"33-31-05.4 N","086-48-46.0 W",NULL,2023-12-01,WPJC530,18211,2023-12-06
5756,"0010799866-MD-CF-SOUTHERN COMPANY SERVICES, INC Birmingham-AL--06375.14000-33-31-05.4 N-086-48-46.0 W-None-2023-12-01-WPJC530-18211-2023-12-06-",0010799866,MD,CF,"SOUTHERN COMPANY SERVICES, INC Birmingham",AL,NULL,06375.14000,"33-31-05.4 N","086-48-46.0 W",NULL,2023-12-01,WPJC530,18211,2023-12-06
5757,"0010799866-MD-CF-SOUTHERN COMPANY SERVICES, INC Birmingham-AL--06404.79000-33-31-05.4 N-086-48-46.0 W-None-2023-12-01-WPJC530-18211-2023-12-06-",0010799866,MD,CF,"SOUTHERN COMPANY SERVICES, INC Birmingham",AL,NULL,06404.79000,"33-31-05.4 N","086-48-46.0 W",NULL,2023-12-01,WPJC530,18211,2023-12-06
5758,"0010799866-MD-CF-SOUTHERN COMPANY SERVICES, INC Birmingham-AL--06595.00000-33-31-05.4 N-086-48-46.0 W-None-2023-12-01-WPJC530-18211-2023-12-06-",0010799866,MD,CF,"SOUTHERN COMPANY SERVICES, INC Birmingham",AL,NULL,06595.00000,"33-31-05.4 N","086-48-46.0 W",NULL,2023-12-01,WPJC530,18211,2023-12-06
5759,"0010799866-MD-CF-SOUTHERN COMPANY SERVICES, INC Birmingham-AL--06700.00000-33-31-05.4 N-086-48-46.0 W-None-2023-12-01-WPJC530-18211-2023-12-06-",0010799866,MD,CF,"SOUTHERN COMPANY SERVICES, INC Birmingham",AL,NULL,06700.00000,"33-31-05.4 N","086-48-46.0 W",NULL,2023-12-01,WPJC530,18211,2023-12-06
5760,"0010799866-MD-CF-SOUTHERN COMPANY SERVICES, INC Birmingham-AL--11225.00000-33-31-05.4 N-086-48-46.0 W-None-2023-12-01-WPJC530-18211-2023-12-06-",0010799866,MD,CF,"SOUTHERN COMPANY SERVICES, INC Birmingham",AL,NULL,11225.00000,"33-31-05.4 N","086-48-46.0 W",NULL,2023-12-01,WPJC530,18211,2023-12-06
5761,"0010799866-MD-CF-SOUTHERN COMPANY SERVICES, INC Birmingham-AL--11265.00000-33-31-05.4 N-086-48-46.0 W-None-2023-12-01-WPJC530-18211-2023-12-06-",0010799866,MD,CF,"SOUTHERN COMPANY SERVICES, INC Birmingham",AL,NULL,11265.00000,"33-31-05.4 N","086-48-46.0 W",NULL,2023-12-01,WPJC530,18211,2023-12-06
5762,"0010799866-MD-CF-SOUTHERN COMPANY SERVICES, INC Birmingham-AL--11305.00000-33-31-05.4 N-086-48-46.0 W-None-2023-12-01-WPJC530-18211-2023-12-06-",0010799866,MD,CF,"SOUTHERN COMPANY SERVICES, INC Birmingham",AL,NULL,11305.00000,"33-31-05.4 N","086-48-46.0 W",NULL,2023-12-01,WPJC530,18211,2023-12-06
5763,"0010799866-MD-CF-SOUTHERN COMPANY SERVICES, INC Birmingham-AL--11345.00000-33-31-05.4 N-086-48-46.0 W-None-2023-12-01-WPJC530-18211-2023-12-06-",0010799866,MD,CF,"SOUTHERN COMPANY SERVICES, INC Birmingham",AL,NULL,11345.00000,"33-31-05.4 N","086-48-46.0 W",NULL,2023-12-01,WPJC530,18211,2023-12-06
5764,"0010799866-MD-CF-SOUTHERN COMPANY SERVICES, INC Birmingham-AL--11465.00000-33-31-05.4 N-086-48-46.0 W-None-2023-12-01-WPJC530-18211-2023-12-06-",0010799866,MD,CF,"SOUTHERN COMPANY SERVICES, INC Birmingham",AL,NULL,11465.00000,"33-31-05.4 N","086-48-46.0 W",NULL,2023-12-01,WPJC530,18211,2023-12-06
5765,"0010799866-MD-CF-SOUTHERN COMPANY SERVICES, INC Birmingham-AL--11585.00000-33-31-05.4 N-086-48-46.0 W-None-2023-12-01-WPJC530-18211-2023-12-06-",0010799866,MD,CF,"SOUTHERN COMPANY SERVICES, INC Birmingham",AL,NULL,11585.00000,"33-31-05.4 N","086-48-46.0 W",NULL,2023-12-01,WPJC530,18211,2023-12-06
5766,"0010799866-MD-CF-SOUTHERN COMPANY SERVICES, INC Birmingham-AL--11625.00000-33-31-05.4 N-086-48-46.0 W-None-2023-12-01-WPJC530-18211-2023-12-06-",0010799866,MD,CF,"SOUTHERN COMPANY SERVICES, INC Birmingham",AL,NULL,11625.00000,"33-31-05.4 N","086-48-46.0 W",NULL,2023-12-01,WPJC530,18211,2023-12-06
5767,"0010799866-MD-CF-SOUTHERN COMPANY SERVICES, INC Birmingham-AL--19440.00000-33-31-05.4 N-086-48-46.0 W-None-2023-12-01-WPJC530-18211-2023-12-06-",0010799866,MD,CF,"SOUTHERN COMPANY SERVICES, INC Birmingham",AL,NULL,19440.00000,"33-31-05.4 N","086-48-46.0 W",NULL,2023-12-01,WPJC530,18211,2023-12-06
5768,"0010799866-MD-CF-SOUTHERN COMPANY SERVICES, INC Birmingham-AL--19520.00000-33-31-05.4 N-086-48-46.0 W-None-2023-12-01-WPJC530-18211-2023-12-06-",0010799866,MD,CF,"SOUTHERN COMPANY SERVICES, INC Birmingham",AL,NULL,19520.00000,"33-31-05.4 N","086-48-46.0 W",NULL,2023-12-01,WPJC530,18211,2023-12-06
5769,"0010800114-MD-CF-NE COLORADO CELLULAR, INC. Gering-NE--05974.85000-41-50-32.8 N-103-40-50.9 W-None-2023-12-01-WRAK910-18211-2023-12-06-",0010800114,MD,CF,"NE COLORADO CELLULAR, INC. Gering",NE,NULL,05974.85000,"41-50-32.8 N","103-40-50.9 W",NULL,2023-12-01,WRAK910,18211,2023-12-06
5770,"0010800114-MD-CF-NE COLORADO CELLULAR, INC. Gering-NE--06034.15000-41-50-32.8 N-103-40-50.9 W-None-2023-12-01-WRAK910-18211-2023-12-06-",0010800114,MD,CF,"NE COLORADO CELLULAR, INC. Gering",NE,NULL,06034.15000,"41-50-32.8 N","103-40-50.9 W",NULL,2023-12-01,WRAK910,18211,2023-12-06
5771,"0010800114-MD-CF-NE COLORADO CELLULAR, INC. Gering-NE--11585.00000-41-50-32.8 N-103-40-50.9 W-None-2023-12-01-WRAK910-18211-2023-12-06-",0010800114,MD,CF,"NE COLORADO CELLULAR, INC. Gering",NE,NULL,11585.00000,"41-50-32.8 N","103-40-50.9 W",NULL,2023-12-01,WRAK910,18211,2023-12-06
5772,"0010800114-MD-CF-NE COLORADO CELLULAR, INC. Gering-NE--17755.00000-41-50-32.8 N-103-40-50.9 W-None-2023-12-01-WRAK910-18211-2023-12-06-",0010800114,MD,CF,"NE COLORADO CELLULAR, INC. Gering",NE,NULL,17755.00000,"41-50-32.8 N","103-40-50.9 W",NULL,2023-12-01,WRAK910,18211,2023-12-06
5773,"0010800114-MD-CF-NE COLORADO CELLULAR, INC. Gering-NE--17785.00000-41-50-32.8 N-103-40-50.9 W-None-2023-12-01-WRAK910-18211-2023-12-06-",0010800114,MD,CF,"NE COLORADO CELLULAR, INC. Gering",NE,NULL,17785.00000,"41-50-32.8 N","103-40-50.9 W",NULL,2023-12-01,WRAK910,18211,2023-12-06
5774,"0010800115-MD-CF-NE Colorado Cellular, Inc. Imperial-NE--06197.24000-40-30-56.1 N-101-38-33.1 W-None-2023-12-01-WQDW793-18211-2023-12-06-",0010800115,MD,CF,"NE Colorado Cellular, Inc. Imperial",NE,NULL,06197.24000,"40-30-56.1 N","101-38-33.1 W",NULL,2023-12-01,WQDW793,18211,2023-12-06
5775,"0010800115-MD-CF-NE Colorado Cellular, Inc. Imperial-NE--06226.89000-40-30-56.1 N-101-38-33.1 W-None-2023-12-01-WQDW793-18211-2023-12-06-",0010800115,MD,CF,"NE Colorado Cellular, Inc. Imperial",NE,NULL,06226.89000,"40-30-56.1 N","101-38-33.1 W",NULL,2023-12-01,WQDW793,18211,2023-12-06
5776,"0010800115-MD-CF-NE Colorado Cellular, Inc. Imperial-NE--06256.54000-40-30-56.1 N-101-38-33.1 W-None-2023-12-01-WQDW793-18211-2023-12-06-",0010800115,MD,CF,"NE Colorado Cellular, Inc. Imperial",NE,NULL,06256.54000,"40-30-56.1 N","101-38-33.1 W",NULL,2023-12-01,WQDW793,18211,2023-12-06
5777,"0010800115-MD-CF-NE Colorado Cellular, Inc. Imperial-NE--06286.19000-40-30-56.1 N-101-38-33.1 W-None-2023-12-01-WQDW793-18211-2023-12-06-",0010800115,MD,CF,"NE Colorado Cellular, Inc. Imperial",NE,NULL,06286.19000,"40-30-56.1 N","101-38-33.1 W",NULL,2023-12-01,WQDW793,18211,2023-12-06
5778,"0010800115-MD-CF-NE Colorado Cellular, Inc. Imperial-NE--06315.84000-40-30-56.1 N-101-38-33.1 W-None-2023-12-01-WQDW793-18211-2023-12-06-",0010800115,MD,CF,"NE Colorado Cellular, Inc. Imperial",NE,NULL,06315.84000,"40-30-56.1 N","101-38-33.1 W",NULL,2023-12-01,WQDW793,18211,2023-12-06
5779,"0010800115-MD-CF-NE Colorado Cellular, Inc. Imperial-NE--06345.49000-40-30-56.1 N-101-38-33.1 W-None-2023-12-01-WQDW793-18211-2023-12-06-",0010800115,MD,CF,"NE Colorado Cellular, Inc. Imperial",NE,NULL,06345.49000,"40-30-56.1 N","101-38-33.1 W",NULL,2023-12-01,WQDW793,18211,2023-12-06
5780,"0010800115-MD-CF-NE Colorado Cellular, Inc. Imperial-NE--06375.14000-40-30-56.1 N-101-38-33.1 W-None-2023-12-01-WQDW793-18211-2023-12-06-",0010800115,MD,CF,"NE Colorado Cellular, Inc. Imperial",NE,NULL,06375.14000,"40-30-56.1 N","101-38-33.1 W",NULL,2023-12-01,WQDW793,18211,2023-12-06
5781,"0010800115-MD-CF-NE Colorado Cellular, Inc. Imperial-NE--06404.79000-40-30-56.1 N-101-38-33.1 W-None-2023-12-01-WQDW793-18211-2023-12-06-",0010800115,MD,CF,"NE Colorado Cellular, Inc. Imperial",NE,NULL,06404.79000,"40-30-56.1 N","101-38-33.1 W",NULL,2023-12-01,WQDW793,18211,2023-12-06
5782,"0010800115-MD-CF-NE Colorado Cellular, Inc. Imperial-NE--06555.00000-40-30-56.1 N-101-38-33.1 W-None-2023-12-01-WQDW793-18211-2023-12-06-",0010800115,MD,CF,"NE Colorado Cellular, Inc. Imperial",NE,NULL,06555.00000,"40-30-56.1 N","101-38-33.1 W",NULL,2023-12-01,WQDW793,18211,2023-12-06
5783,"0010800115-MD-CF-NE Colorado Cellular, Inc. Imperial-NE--10935.00000-40-30-56.1 N-101-38-33.1 W-None-2023-12-01-WQDW793-18211-2023-12-06-",0010800115,MD,CF,"NE Colorado Cellular, Inc. Imperial",NE,NULL,10935.00000,"40-30-56.1 N","101-38-33.1 W",NULL,2023-12-01,WQDW793,18211,2023-12-06
5784,"0010800115-MD-CF-NE Colorado Cellular, Inc. Imperial-NE--11095.00000-40-30-56.1 N-101-38-33.1 W-None-2023-12-01-WQDW793-18211-2023-12-06-",0010800115,MD,CF,"NE Colorado Cellular, Inc. Imperial",NE,NULL,11095.00000,"40-30-56.1 N","101-38-33.1 W",NULL,2023-12-01,WQDW793,18211,2023-12-06
5785,"0010800115-MD-CF-NE Colorado Cellular, Inc. Imperial-NE--17865.00000-40-30-56.1 N-101-38-33.1 W-None-2023-12-01-WQDW793-18211-2023-12-06-",0010800115,MD,CF,"NE Colorado Cellular, Inc. Imperial",NE,NULL,17865.00000,"40-30-56.1 N","101-38-33.1 W",NULL,2023-12-01,WQDW793,18211,2023-12-06
5786,"0010800115-MD-CF-NE Colorado Cellular, Inc. Imperial-NE--18015.00000-40-30-56.1 N-101-38-33.1 W-None-2023-12-01-WQDW793-18211-2023-12-06-",0010800115,MD,CF,"NE Colorado Cellular, Inc. Imperial",NE,NULL,18015.00000,"40-30-56.1 N","101-38-33.1 W",NULL,2023-12-01,WQDW793,18211,2023-12-06
5787,"0010800117-MD-CF-NE COLORADO CELLULAR, INC. Ninaview-CO--06034.15000-37-37-10.0 N-103-14-29.9 W-None-2023-12-01-WQYC612-18211-2023-12-06-",0010800117,MD,CF,"NE COLORADO CELLULAR, INC. Ninaview",CO,NULL,06034.15000,"37-37-10.0 N","103-14-29.9 W",NULL,2023-12-01,WQYC612,18211,2023-12-06
5788,"0010800117-MD-CF-NE COLORADO CELLULAR, INC. Ninaview-CO--06093.45000-37-37-10.0 N-103-14-29.9 W-None-2023-12-01-WQYC612-18211-2023-12-06-",0010800117,MD,CF,"NE COLORADO CELLULAR, INC. Ninaview",CO,NULL,06093.45000,"37-37-10.0 N","103-14-29.9 W",NULL,2023-12-01,WQYC612,18211,2023-12-06
5789,"0010800119-MD-CF-NE COLORADO CELLULAR, INC. Bird City-KS--06152.75000-39-46-42.7 N-101-32-27.4 W-None-2023-12-01-WQTQ649-18211-2023-12-06-",0010800119,MD,CF,"NE COLORADO CELLULAR, INC. Bird City",KS,NULL,06152.75000,"39-46-42.7 N","101-32-27.4 W",NULL,2023-12-01,WQTQ649,18211,2023-12-06
5790,"0010800119-MD-CF-NE COLORADO CELLULAR, INC. Bird City-KS--06815.00000-39-46-42.7 N-101-32-27.4 W-None-2023-12-01-WQTQ649-18211-2023-12-06-",0010800119,MD,CF,"NE COLORADO CELLULAR, INC. Bird City",KS,NULL,06815.00000,"39-46-42.7 N","101-32-27.4 W",NULL,2023-12-01,WQTQ649,18211,2023-12-06
5791,"0010800119-MD-CF-NE COLORADO CELLULAR, INC. Bird City-KS--06845.00000-39-46-42.7 N-101-32-27.4 W-None-2023-12-01-WQTQ649-18211-2023-12-06-",0010800119,MD,CF,"NE COLORADO CELLULAR, INC. Bird City",KS,NULL,06845.00000,"39-46-42.7 N","101-32-27.4 W",NULL,2023-12-01,WQTQ649,18211,2023-12-06
5792,"0010800119-MD-CF-NE COLORADO CELLULAR, INC. Bird City-KS--11425.00000-39-46-42.7 N-101-32-27.4 W-None-2023-12-01-WQTQ649-18211-2023-12-06-",0010800119,MD,CF,"NE COLORADO CELLULAR, INC. Bird City",KS,NULL,11425.00000,"39-46-42.7 N","101-32-27.4 W",NULL,2023-12-01,WQTQ649,18211,2023-12-06
5793,"0010800119-MD-CF-NE COLORADO CELLULAR, INC. Bird City-KS--11465.00000-39-46-42.7 N-101-32-27.4 W-None-2023-12-01-WQTQ649-18211-2023-12-06-",0010800119,MD,CF,"NE COLORADO CELLULAR, INC. Bird City",KS,NULL,11465.00000,"39-46-42.7 N","101-32-27.4 W",NULL,2023-12-01,WQTQ649,18211,2023-12-06
5794,"0010800119-MD-CF-NE COLORADO CELLULAR, INC. Bird City-KS--19495.00000-39-46-42.7 N-101-32-27.4 W-None-2023-12-01-WQTQ649-18211-2023-12-06-",0010800119,MD,CF,"NE COLORADO CELLULAR, INC. Bird City",KS,NULL,19495.00000,"39-46-42.7 N","101-32-27.4 W",NULL,2023-12-01,WQTQ649,18211,2023-12-06
